Num_Acc,code_insee,gravite
202400005362,69389,BlesseLeger
202400005363,44109,BlesseLeger
202400005364,2B033,BlesseLeger
202400005365,47001,BlesseHospitalise
202400005366,97101,BlesseLeger
202400005367,98736,BlesseLeger
202400005368,98736,BlesseLeger
202400005369,97209,BlesseLeger
202400005370,95277,BlesseLeger
202400005371,95219,BlesseLeger
202400005372,91521,BlesseLeger
202400005373,86194,BlesseLeger
202400005374,84031,BlesseLeger
202400005375,84031,BlesseHospitalise
202400005376,82121,BlesseLeger
202400005377,82033,BlesseLeger
202400005378,77284,BlesseLeger
202400005379,76231,BlesseLeger
202400005380,69013,BlesseLeger
202400005381,67180,BlesseLeger
202400005382,66136,BlesseLeger
202400005383,66136,BlesseHospitalise
202400005384,63300,Tue
202400005385,63019,Tue
202400005386,63113,BlesseLeger
202400005387,62563,BlesseHospitalise
202400005388,60175,BlesseLeger
202400005389,59426,BlesseLeger
202400005390,59650,BlesseLeger
202400005391,59041,BlesseLeger
202400005392,56260,BlesseLeger
202400005393,45004,BlesseLeger
202400005394,37233,BlesseLeger
202400005395,37208,BlesseLeger
202400005396,36044,BlesseLeger
202400005397,35238,BlesseLeger
202400005398,35238,BlesseLeger
202400005399,33063,BlesseLeger
202400005400,33119,BlesseHospitalise
202400005401,31555,BlesseHospitalise
202400005402,31557,BlesseLeger
202400005403,31555,BlesseHospitalise
202400005404,31557,BlesseHospitalise
202400005405,30007,BlesseLeger
202400005406,27701,BlesseHospitalise
202400005407,27229,BlesseLeger
202400005408,26362,Tue
202400005409,22215,BlesseLeger
202400005410,19031,BlesseLeger
202400005411,13071,BlesseLeger
202400005412,13103,Tue
202400005413,13204,BlesseLeger
202400005414,13208,BlesseLeger
202400005415,13206,BlesseLeger
202400005416,13212,BlesseLeger
202400005417,13209,BlesseLeger
202400005418,13001,BlesseLeger
202400005419,07281,Tue
202400005420,05061,BlesseHospitalise
202400005421,05061,BlesseLeger
202400005422,02408,BlesseHospitalise
202400005423,75112,BlesseLeger
202400005424,75118,BlesseLeger
202400005425,75112,BlesseLeger
202400005426,75120,BlesseLeger
202400005427,75119,BlesseLeger
202400005428,75116,BlesseLeger
202400005429,75115,BlesseLeger
202400005430,75115,BlesseLeger
202400005431,75113,BlesseLeger
202400005432,75110,BlesseLeger
202400005433,47060,BlesseHospitalise
202400005434,08115,Tue
202400005435,73269,BlesseLeger
202400005436,43033,BlesseHospitalise
202400005437,45247,BlesseHospitalise
202400005438,18272,Tue
202400005439,84116,BlesseLeger
202400005440,81238,BlesseLeger
202400005441,11203,BlesseHospitalise
202400005442,86198,BlesseLeger
202400005443,35063,BlesseLeger
202400005444,06064,BlesseLeger
202400005445,83116,BlesseHospitalise
202400005446,95660,BlesseHospitalise
202400005447,51247,BlesseLeger
202400005448,51149,BlesseHospitalise
202400005449,76689,BlesseHospitalise
202400005450,80500,BlesseLeger
202400005451,80622,Tue
202400005452,11094,BlesseHospitalise
202400005453,89418,BlesseHospitalise
202400005454,63453,BlesseLeger
202400005455,61332,BlesseLeger
202400005456,61508,BlesseLeger
202400005457,46293,BlesseHospitalise
202400005458,25527,BlesseHospitalise
202400005459,25612,BlesseHospitalise
202400005460,31311,BlesseHospitalise
202400005461,84050,BlesseLeger
202400005462,03304,BlesseLeger
202400005463,15265,BlesseHospitalise
202400005464,58229,Tue
202400005465,14161,Tue
202400005466,14716,BlesseLeger
202400005467,43137,BlesseHospitalise
202400005468,10323,BlesseLeger
202400005469,36226,Tue
202400005470,07337,BlesseHospitalise
202400005471,04209,BlesseHospitalise
202400005472,04022,BlesseHospitalise
202400005473,27463,Tue
202400005474,87187,BlesseHospitalise
202400005475,08251,Tue
202400005476,35206,Tue
202400005477,69244,BlesseLeger
202400005478,01089,BlesseLeger
202400005479,42255,Tue
202400005480,69097,BlesseHospitalise
202400005481,97115,BlesseHospitalise
202400005482,33085,BlesseHospitalise
202400005483,77329,BlesseHospitalise
202400005484,13027,BlesseLeger
202400005485,42165,BlesseHospitalise
202400005486,42107,Tue
202400005487,38449,Tue
202400005488,01027,BlesseHospitalise
202400005489,64230,BlesseHospitalise
202400005490,33517,BlesseHospitalise
202400005491,33256,BlesseHospitalise
202400005492,22277,Tue
202400005493,60134,BlesseLeger
202400005494,59036,Tue
202400005495,13028,BlesseLeger
202400005496,67124,BlesseLeger
202400005497,33090,BlesseLeger
202400005498,33162,BlesseLeger
202400005499,59179,Tue
202400005500,91617,BlesseLeger
202400005501,92060,BlesseLeger
202400005502,91228,BlesseLeger
202400005503,91521,BlesseLeger
202400005504,92036,BlesseLeger
202400005505,95500,BlesseLeger
202400005506,95018,BlesseLeger
202400005507,93027,BlesseLeger
202400005508,93053,BlesseLeger
202400005509,93066,BlesseLeger
202400005510,94004,BlesseLeger
202400005511,94022,BlesseLeger
202400005512,94065,BlesseLeger
202400005513,75112,BlesseLeger
202400005514,77373,BlesseLeger
202400005515,94028,BlesseLeger
202400005516,44190,BlesseLeger
202400005517,44109,BlesseLeger
202400005518,44109,BlesseLeger
202400005519,44190,BlesseLeger
202400005520,14118,BlesseHospitalise
202400005521,44162,BlesseLeger
202400005522,75120,BlesseLeger
202400005523,97411,BlesseHospitalise
202400005524,97411,BlesseLeger
202400005525,69383,BlesseLeger
202400005526,69389,BlesseLeger
202400005527,91345,BlesseLeger
202400005528,2B037,BlesseLeger
202400005529,95219,BlesseLeger
202400005530,78118,BlesseLeger
202400005531,78640,BlesseLeger
202400005532,91103,BlesseLeger
202400005533,95256,BlesseLeger
202400005534,89024,BlesseHospitalise
202400005535,95607,BlesseLeger
202400005536,87085,BlesseLeger
202400005537,92036,BlesseLeger
202400005538,87050,BlesseLeger
202400005539,94004,BlesseLeger
202400005540,87065,BlesseLeger
202400005541,93008,BlesseLeger
202400005542,87085,BlesseLeger
202400005543,93027,BlesseLeger
202400005544,87085,BlesseLeger
202400005545,85194,BlesseHospitalise
202400005546,85194,BlesseHospitalise
202400005547,93029,BlesseHospitalise
202400005548,84080,BlesseLeger
202400005549,84007,BlesseLeger
202400005550,78440,BlesseLeger
202400005551,78644,BlesseHospitalise
202400005552,77449,BlesseLeger
202400005553,93066,BlesseHospitalise
202400005554,76351,BlesseHospitalise
202400005555,93053,BlesseLeger
202400005556,97411,BlesseLeger
202400005557,69266,BlesseLeger
202400005558,97302,BlesseLeger
202400005559,69029,BlesseLeger
202400005560,69386,BlesseLeger
202400005561,67482,BlesseHospitalise
202400005562,69259,BlesseLeger
202400005563,64122,BlesseLeger
202400005564,2B033,BlesseLeger
202400005565,64122,BlesseHospitalise
202400005566,95424,BlesseLeger
202400005567,62498,BlesseLeger
202400005568,91377,BlesseLeger
202400005569,54547,BlesseHospitalise
202400005570,51454,Tue
202400005571,51454,BlesseLeger
202400005572,88428,BlesseLeger
202400005573,51454,BlesseLeger
202400005574,86066,BlesseLeger
202400005575,49328,BlesseLeger
202400005576,84031,BlesseLeger
202400005577,49099,BlesseHospitalise
202400005578,84080,BlesseLeger
202400005579,49007,BlesseLeger
202400005580,37261,BlesseLeger
202400005581,35238,BlesseHospitalise
202400005582,76114,BlesseLeger
202400005583,34032,BlesseHospitalise
202400005584,33318,BlesseHospitalise
202400005585,74010,BlesseLeger
202400005586,33075,BlesseLeger
202400005587,73065,BlesseLeger
202400005588,63308,BlesseLeger
202400005589,33063,BlesseLeger
202400005590,62239,BlesseHospitalise
202400005591,31149,BlesseLeger
202400005592,60159,BlesseLeger
202400005593,28134,BlesseLeger
202400005594,56206,BlesseLeger
202400005595,27299,BlesseLeger
202400005596,54254,Tue
202400005597,25056,BlesseLeger
202400005598,47201,BlesseLeger
202400005599,25056,BlesseLeger
202400005600,45338,BlesseLeger
202400005601,23096,BlesseLeger
202400005602,37261,BlesseLeger
202400005603,19031,BlesseLeger
202400005604,34301,BlesseLeger
202400005605,17415,BlesseHospitalise
202400005606,34172,BlesseLeger
202400005607,17306,BlesseLeger
202400005608,29039,BlesseLeger
202400005609,13208,BlesseHospitalise
202400005610,13210,BlesseHospitalise
202400005611,13209,BlesseLeger
202400005612,13214,BlesseLeger
202400005613,13209,BlesseLeger
202400005614,12176,BlesseHospitalise
202400005615,07116,BlesseHospitalise
202400005616,09225,BlesseLeger
202400005617,06088,BlesseLeger
202400005618,06027,BlesseLeger
202400005619,06088,BlesseLeger
202400005620,06004,BlesseHospitalise
202400005621,04070,BlesseLeger
202400005622,75119,BlesseLeger
202400005623,03185,BlesseHospitalise
202400005624,75116,BlesseLeger
202400005625,75116,BlesseLeger
202400005626,75116,BlesseLeger
202400005627,75118,BlesseLeger
202400005628,75115,BlesseLeger
202400005629,75107,BlesseHospitalise
202400005630,75115,BlesseLeger
202400005631,75115,BlesseLeger
202400005632,75120,BlesseHospitalise
202400005633,75106,BlesseLeger
202400005634,75119,BlesseLeger
202400005635,75115,BlesseLeger
202400005636,75116,BlesseLeger
202400005637,75113,BlesseLeger
202400005638,75115,BlesseLeger
202400005639,75112,BlesseLeger
202400005640,75115,BlesseLeger
202400005641,75110,BlesseLeger
202400005642,75113,BlesseLeger
202400005643,75107,BlesseLeger
202400005644,75108,BlesseLeger
202400005645,75107,BlesseLeger
202400005646,75108,BlesseLeger
202400005647,75104,BlesseLeger
202400005648,75101,BlesseLeger
202400005649,75104,BlesseLeger
202400005650,75101,BlesseLeger
202400005651,94078,BlesseLeger
202400005652,75104,BlesseLeger
202400005653,94076,BlesseLeger
202400005654,94081,BlesseLeger
202400005655,94034,BlesseLeger
202400005656,94073,BlesseLeger
202400005657,93073,BlesseLeger
202400005658,94022,BlesseLeger
202400005659,93072,BlesseLeger
202400005660,77291,BlesseLeger
202400005661,93048,BlesseLeger
202400005662,93066,BlesseLeger
202400005663,93064,BlesseLeger
202400005664,92051,BlesseLeger
202400005665,92050,BlesseLeger
202400005666,93053,BlesseLeger
202400005667,78356,BlesseHospitalise
202400005668,93071,BlesseLeger
202400005669,92046,BlesseLeger
202400005670,76543,BlesseLeger
202400005671,49244,BlesseHospitalise
202400005672,92073,BlesseLeger
202400005673,08232,Tue
202400005674,92012,BlesseLeger
202400005675,62745,BlesseHospitalise
202400005676,51423,Tue
202400005677,28085,BlesseLeger
202400005678,05174,BlesseLeger
202400005679,71481,BlesseHospitalise
202400005680,76404,BlesseHospitalise
202400005681,67437,BlesseHospitalise
202400005682,22229,BlesseHospitalise
202400005683,74112,BlesseLeger
202400005684,77242,Tue
202400005685,83070,BlesseHospitalise
202400005686,41184,BlesseLeger
202400005687,79096,BlesseHospitalise
202400005688,2B096,BlesseHospitalise
202400005689,62773,BlesseHospitalise
202400005690,82156,BlesseHospitalise
202400005691,56101,BlesseLeger
202400005692,71367,BlesseHospitalise
202400005693,69248,BlesseHospitalise
202400005694,49215,BlesseLeger
202400005695,12286,BlesseHospitalise
202400005696,69066,BlesseLeger
202400005697,47306,BlesseHospitalise
202400005698,71263,BlesseLeger
202400005699,68018,BlesseHospitalise
202400005700,71162,BlesseHospitalise
202400005701,71014,BlesseLeger
202400005702,35327,BlesseHospitalise
202400005703,89025,BlesseLeger
202400005704,35023,BlesseHospitalise
202400005705,89419,Tue
202400005706,38144,BlesseLeger
202400005707,76374,BlesseLeger
202400005708,03188,BlesseHospitalise
202400005709,49002,BlesseHospitalise
202400005710,58082,Tue
202400005711,29250,BlesseHospitalise
202400005712,66015,BlesseLeger
202400005713,38029,BlesseHospitalise
202400005714,02185,BlesseLeger
202400005715,03089,BlesseLeger
202400005716,06153,BlesseHospitalise
202400005717,01147,BlesseHospitalise
202400005718,26112,BlesseHospitalise
202400005719,58039,BlesseHospitalise
202400005720,14578,BlesseHospitalise
202400005721,05184,BlesseHospitalise
202400005722,50615,BlesseHospitalise
202400005723,16339,BlesseLeger
202400005724,04166,BlesseHospitalise
202400005725,37064,BlesseHospitalise
202400005726,48086,BlesseHospitalise
202400005727,34333,BlesseLeger
202400005728,82037,BlesseLeger
202400005729,91085,BlesseHospitalise
202400005730,31036,BlesseLeger
202400005731,13087,Tue
202400005732,45119,Tue
202400005733,45254,BlesseLeger
202400005734,77364,BlesseHospitalise
202400005735,2A247,BlesseHospitalise
202400005736,66037,BlesseLeger
202400005737,83065,BlesseHospitalise
202400005738,13119,BlesseHospitalise
202400005739,57348,Tue
202400005740,73178,BlesseLeger
202400005741,69019,Tue
202400005742,65123,BlesseHospitalise
202400005743,17155,BlesseHospitalise
202400005744,27279,BlesseLeger
202400005745,62201,BlesseHospitalise
202400005746,38442,BlesseHospitalise
202400005747,59401,BlesseHospitalise
202400005748,26235,BlesseLeger
202400005749,13005,BlesseHospitalise
202400005750,69152,BlesseLeger
202400005751,69171,BlesseLeger
202400005752,42218,Tue
202400005753,19211,BlesseLeger
202400005754,91521,BlesseLeger
202400005755,72244,BlesseLeger
202400005756,91228,BlesseLeger
202400005757,72154,BlesseLeger
202400005758,77384,BlesseLeger
202400005759,91363,BlesseLeger
202400005760,27436,BlesseHospitalise
202400005761,33281,BlesseLeger
202400005762,91347,BlesseLeger
202400005763,78158,BlesseLeger
202400005764,59560,BlesseHospitalise
202400005765,59532,BlesseLeger
202400005766,93078,BlesseLeger
202400005767,91235,BlesseHospitalise
202400005768,93053,BlesseLeger
202400005769,95675,BlesseLeger
202400005770,93027,BlesseLeger
202400005771,93066,BlesseHospitalise
202400005772,95306,BlesseLeger
202400005773,93078,BlesseLeger
202400005774,77175,BlesseLeger
202400005775,93010,BlesseLeger
202400005776,93078,BlesseLeger
202400005777,77294,BlesseLeger
202400005778,93064,BlesseLeger
202400005779,94028,BlesseLeger
202400005780,93027,BlesseLeger
202400005781,77141,BlesseLeger
202400005782,93008,BlesseLeger
202400005783,93051,BlesseLeger
202400005784,93005,BlesseLeger
202400005785,97407,BlesseLeger
202400005786,93027,BlesseLeger
202400005787,93001,BlesseLeger
202400005788,93079,BlesseHospitalise
202400005789,44114,BlesseLeger
202400005790,97611,BlesseLeger
202400005791,93079,BlesseLeger
202400005792,97416,BlesseLeger
202400005793,93079,BlesseLeger
202400005794,97416,BlesseLeger
202400005795,97411,BlesseHospitalise
202400005796,93079,BlesseLeger
202400005797,97407,BlesseLeger
202400005798,93027,BlesseHospitalise
202400005799,69386,BlesseLeger
202400005800,93007,BlesseLeger
202400005801,69387,BlesseLeger
202400005802,69383,BlesseLeger
202400005803,93072,BlesseHospitalise
202400005804,97209,BlesseLeger
202400005805,93031,BlesseLeger
202400005806,97213,BlesseLeger
202400005807,2A004,BlesseHospitalise
202400005808,93013,BlesseHospitalise
202400005809,95268,BlesseLeger
202400005810,91549,BlesseLeger
202400005811,93027,BlesseHospitalise
202400005812,91691,BlesseLeger
202400005813,93027,BlesseLeger
202400005814,91589,BlesseLeger
202400005815,93027,BlesseLeger
202400005816,93030,BlesseLeger
202400005817,84080,BlesseLeger
202400005818,84080,BlesseLeger
202400005819,93027,BlesseLeger
202400005820,83126,BlesseLeger
202400005821,93013,BlesseLeger
202400005822,81065,BlesseHospitalise
202400005823,78551,BlesseLeger
202400005824,93031,BlesseLeger
202400005825,77058,BlesseLeger
202400005826,93066,BlesseLeger
202400005827,93031,BlesseLeger
202400005828,76540,BlesseLeger
202400005829,76165,BlesseLeger
202400005830,93027,BlesseLeger
202400005831,71306,BlesseLeger
202400005832,93013,BlesseLeger
202400005833,69029,BlesseLeger
202400005834,93013,BlesseLeger
202400005835,68297,BlesseHospitalise
202400005836,93027,BlesseLeger
202400005837,64483,BlesseLeger
202400005838,93031,BlesseLeger
202400005839,64445,BlesseLeger
202400005840,93031,BlesseLeger
202400005841,64102,BlesseLeger
202400005842,93027,BlesseLeger
202400005843,64102,BlesseLeger
202400005844,93001,BlesseLeger
202400005845,95210,BlesseLeger
202400005846,59152,BlesseLeger
202400005847,93027,BlesseLeger
202400005848,51172,BlesseLeger
202400005849,93031,BlesseLeger
202400005850,51055,BlesseLeger
202400005851,93027,BlesseLeger
202400005852,49007,BlesseLeger
202400005853,93027,BlesseLeger
202400005854,93027,BlesseLeger
202400005855,93079,BlesseHospitalise
202400005856,42218,BlesseHospitalise
202400005857,38185,BlesseLeger
202400005858,38053,BlesseHospitalise
202400005859,38053,BlesseLeger
202400005860,92025,BlesseLeger
202400005861,38053,BlesseLeger
202400005862,50517,BlesseHospitalise
202400005863,37261,BlesseLeger
202400005864,97416,BlesseLeger
202400005865,35238,BlesseLeger
202400005866,97416,BlesseLeger
202400005867,34172,BlesseLeger
202400005868,34198,BlesseLeger
202400005869,31555,BlesseLeger
202400005870,97411,BlesseLeger
202400005871,27229,BlesseHospitalise
202400005872,97411,BlesseHospitalise
202400005873,2A004,BlesseLeger
202400005874,22278,BlesseHospitalise
202400005875,73040,BlesseHospitalise
202400005876,21054,BlesseLeger
202400005877,95450,BlesseHospitalise
202400005878,26347,BlesseLeger
202400005879,81011,BlesseHospitalise
202400005880,09306,BlesseHospitalise
202400005881,91549,BlesseLeger
202400005882,33051,Tue
202400005883,49023,BlesseLeger
202400005884,35287,BlesseHospitalise
202400005885,76718,BlesseHospitalise
202400005886,77438,BlesseHospitalise
202400005887,60589,BlesseHospitalise
202400005888,69256,BlesseLeger
202400005889,13212,BlesseLeger
202400005890,64102,BlesseHospitalise
202400005891,13117,BlesseLeger
202400005892,62573,BlesseLeger
202400005893,13005,BlesseLeger
202400005894,60057,Tue
202400005895,59286,BlesseHospitalise
202400005896,83137,BlesseLeger
202400005897,69259,BlesseLeger
202400005898,58194,BlesseLeger
202400005899,33397,Tue
202400005900,33063,BlesseLeger
202400005901,51230,BlesseHospitalise
202400005902,94034,BlesseLeger
202400005903,45147,BlesseLeger
202400005904,78321,BlesseLeger
202400005905,78217,BlesseLeger
202400005906,92050,BlesseLeger
202400005907,33522,BlesseLeger
202400005908,92072,BlesseLeger
202400005909,93010,BlesseLeger
202400005910,33063,BlesseLeger
202400005911,93010,BlesseLeger
202400005912,93013,BlesseLeger
202400005913,31555,BlesseLeger
202400005914,31555,BlesseLeger
202400005915,95018,BlesseLeger
202400005916,22113,BlesseHospitalise
202400005917,93029,BlesseHospitalise
202400005918,22113,BlesseHospitalise
202400005919,94028,BlesseLeger
202400005920,13102,BlesseLeger
202400005921,93063,Tue
202400005922,13028,BlesseLeger
202400005923,13005,BlesseLeger
202400005924,93006,BlesseLeger
202400005925,06088,BlesseHospitalise
202400005926,06029,BlesseHospitalise
202400005927,04112,BlesseLeger
202400005928,03185,BlesseHospitalise
202400005929,93063,BlesseLeger
202400005930,75119,BlesseLeger
202400005931,75118,BlesseLeger
202400005932,75116,BlesseLeger
202400005933,93063,BlesseLeger
202400005934,75115,BlesseLeger
202400005935,75115,BlesseLeger
202400005936,75111,BlesseLeger
202400005937,93063,BlesseLeger
202400005938,75109,BlesseLeger
202400005939,75107,BlesseLeger
202400005940,93045,BlesseLeger
202400005941,75107,BlesseLeger
202400005942,97416,BlesseLeger
202400005943,75104,BlesseLeger
202400005944,33546,BlesseHospitalise
202400005945,97411,BlesseLeger
202400005946,97302,BlesseLeger
202400005947,11106,BlesseHospitalise
202400005948,93005,BlesseLeger
202400005949,11261,BlesseHospitalise
202400005950,69387,BlesseLeger
202400005951,93071,BlesseLeger
202400005952,71522,BlesseLeger
202400005953,93066,BlesseLeger
202400005954,69386,BlesseLeger
202400005955,69383,BlesseHospitalise
202400005956,89086,Tue
202400005957,93053,BlesseHospitalise
202400005958,69387,BlesseLeger
202400005959,93010,BlesseLeger
202400005960,63430,BlesseHospitalise
202400005961,92064,BlesseLeger
202400005962,69034,BlesseLeger
202400005963,55171,BlesseLeger
202400005964,92026,BlesseLeger
202400005965,69389,BlesseHospitalise
202400005966,92007,BlesseLeger
202400005967,49003,BlesseLeger
202400005968,69389,BlesseLeger
202400005969,92004,BlesseLeger
202400005970,97101,BlesseLeger
202400005971,49307,Tue
202400005972,43040,BlesseLeger
202400005973,2A004,BlesseLeger
202400005974,34150,BlesseLeger
202400005975,91425,BlesseLeger
202400005976,25240,BlesseHospitalise
202400005977,43040,BlesseLeger
202400005978,2A357,BlesseHospitalise
202400005979,29010,BlesseHospitalise
202400005980,87085,BlesseLeger
202400005981,31113,BlesseHospitalise
202400005982,29249,BlesseLeger
202400005983,29024,BlesseHospitalise
202400005984,31152,BlesseHospitalise
202400005985,13078,BlesseLeger
202400005986,31319,BlesseLeger
202400005987,26172,Tue
202400005988,84035,BlesseLeger
202400005989,83049,BlesseHospitalise
202400005990,51298,BlesseLeger
202400005991,50364,Tue
202400005992,83062,BlesseHospitalise
202400005993,26005,BlesseHospitalise
202400005994,83034,BlesseLeger
202400005995,97410,BlesseHospitalise
202400005996,10323,BlesseLeger
202400005997,81163,BlesseHospitalise
202400005998,42036,BlesseHospitalise
202400005999,10233,Tue
202400006000,48005,Tue
202400006001,07007,BlesseLeger
202400006002,78208,BlesseLeger
202400006003,21592,BlesseLeger
202400006004,21336,BlesseHospitalise
202400006005,40058,BlesseHospitalise
202400006006,62302,BlesseHospitalise
202400006007,78498,BlesseLeger
202400006008,24014,Tue
202400006009,30182,BlesseHospitalise
202400006010,77385,BlesseLeger
202400006011,88193,BlesseLeger
202400006012,03100,Tue
202400006013,97309,BlesseHospitalise
202400006014,79308,Tue
202400006015,77085,BlesseLeger
202400006016,44048,BlesseLeger
202400006017,77312,BlesseLeger
202400006018,79119,BlesseHospitalise
202400006019,98715,BlesseHospitalise
202400006020,06029,BlesseHospitalise
202400006021,76351,BlesseHospitalise
202400006022,33130,BlesseHospitalise
202400006023,2B150,BlesseHospitalise
202400006024,73065,BlesseLeger
202400006025,60531,Tue
202400006026,97406,BlesseLeger
202400006027,73065,BlesseLeger
202400006028,80832,BlesseHospitalise
202400006029,97118,BlesseHospitalise
202400006030,81217,BlesseHospitalise
202400006031,70550,BlesseHospitalise
202400006032,77171,BlesseLeger
202400006033,11220,BlesseHospitalise
202400006034,69259,BlesseHospitalise
202400006035,89125,Tue
202400006036,84132,BlesseHospitalise
202400006037,71192,Tue
202400006038,69091,BlesseHospitalise
202400006039,49323,Tue
202400006040,68294,BlesseLeger
202400006041,49323,BlesseHospitalise
202400006042,67043,BlesseLeger
202400006043,54368,BlesseHospitalise
202400006044,25532,Tue
202400006045,64445,BlesseLeger
202400006046,42129,BlesseHospitalise
202400006047,44100,BlesseLeger
202400006048,64102,BlesseLeger
202400006049,38442,BlesseLeger
202400006050,63103,BlesseLeger
202400006051,44087,BlesseHospitalise
202400006052,07245,BlesseLeger
202400006053,07245,BlesseLeger
202400006054,29216,BlesseHospitalise
202400006055,59512,BlesseHospitalise
202400006056,69184,BlesseHospitalise
202400006057,59350,BlesseLeger
202400006058,65059,BlesseLeger
202400006059,31587,BlesseHospitalise
202400006060,56121,BlesseLeger
202400006061,09185,Tue
202400006062,84072,BlesseHospitalise
202400006063,51454,BlesseLeger
202400006064,66184,Tue
202400006065,86274,BlesseHospitalise
202400006066,72346,Tue
202400006067,51454,BlesseLeger
202400006068,14520,BlesseHospitalise
202400006069,49099,BlesseLeger
202400006070,62128,BlesseHospitalise
202400006071,49099,BlesseLeger
202400006072,05046,BlesseHospitalise
202400006073,59044,BlesseHospitalise
202400006074,13202,BlesseHospitalise
202400006075,60199,Tue
202400006076,49246,BlesseLeger
202400006077,33143,BlesseLeger
202400006078,45062,BlesseHospitalise
202400006079,49007,BlesseHospitalise
202400006080,91136,BlesseLeger
202400006081,45147,BlesseLeger
202400006082,64106,BlesseHospitalise
202400006083,94065,BlesseLeger
202400006084,42071,BlesseHospitalise
202400006085,64297,BlesseLeger
202400006086,78640,BlesseLeger
202400006087,40192,BlesseHospitalise
202400006088,18080,BlesseHospitalise
202400006089,38516,BlesseLeger
202400006090,78466,BlesseLeger
202400006091,10323,BlesseHospitalise
202400006092,37261,BlesseLeger
202400006093,78640,BlesseLeger
202400006094,16175,BlesseHospitalise
202400006095,95572,BlesseLeger
202400006096,37261,BlesseHospitalise
202400006097,07001,BlesseHospitalise
202400006098,93007,BlesseLeger
202400006099,35238,BlesseLeger
202400006100,53185,BlesseHospitalise
202400006101,92036,BlesseLeger
202400006102,35238,BlesseLeger
202400006103,93027,BlesseLeger
202400006104,40164,BlesseHospitalise
202400006105,33281,BlesseHospitalise
202400006106,04031,BlesseHospitalise
202400006107,33318,BlesseLeger
202400006108,95582,BlesseLeger
202400006109,85047,BlesseHospitalise
202400006110,33063,BlesseLeger
202400006111,93066,BlesseLeger
202400006112,85287,BlesseHospitalise
202400006113,33318,BlesseLeger
202400006114,95219,BlesseLeger
202400006115,27232,BlesseHospitalise
202400006116,31555,BlesseHospitalise
202400006117,23031,Tue
202400006118,30007,BlesseHospitalise
202400006119,64140,BlesseLeger
202400006120,48127,BlesseHospitalise
202400006121,29019,BlesseLeger
202400006122,64102,BlesseLeger
202400006123,28085,BlesseLeger
202400006124,19085,Tue
202400006125,98735,BlesseHospitalise
202400006126,26339,BlesseHospitalise
202400006127,45061,BlesseHospitalise
202400006128,97611,BlesseHospitalise
202400006129,14271,BlesseLeger
202400006130,13208,BlesseLeger
202400006131,06084,BlesseHospitalise
202400006132,97416,BlesseLeger
202400006133,67084,BlesseHospitalise
202400006134,13211,BlesseLeger
202400006135,97416,BlesseHospitalise
202400006136,72198,BlesseHospitalise
202400006137,97411,BlesseLeger
202400006138,07281,BlesseLeger
202400006139,06088,BlesseHospitalise
202400006140,57510,BlesseHospitalise
202400006141,97411,BlesseLeger
202400006142,06088,BlesseHospitalise
202400006143,33234,BlesseLeger
202400006144,97302,Tue
202400006145,95170,BlesseHospitalise
202400006146,06069,BlesseLeger
202400006147,69387,BlesseLeger
202400006148,06077,BlesseLeger
202400006149,01053,BlesseHospitalise
202400006150,97209,BlesseLeger
202400006151,05007,BlesseLeger
202400006152,04242,BlesseLeger
202400006153,97101,BlesseLeger
202400006154,75120,BlesseLeger
202400006155,67411,BlesseHospitalise
202400006156,57143,Tue
202400006157,75120,BlesseLeger
202400006158,2A004,BlesseLeger
202400006159,95210,BlesseLeger
202400006160,75118,BlesseLeger
202400006161,95427,BlesseLeger
202400006162,38412,BlesseLeger
202400006163,75117,BlesseLeger
202400006164,95555,BlesseLeger
202400006165,75117,BlesseLeger
202400006166,91421,BlesseLeger
202400006167,69047,BlesseLeger
202400006168,91027,BlesseLeger
202400006169,75111,BlesseLeger
202400006170,50643,BlesseHospitalise
202400006171,91027,BlesseLeger
202400006172,75110,BlesseLeger
202400006173,14488,BlesseLeger
202400006174,83137,BlesseLeger
202400006175,75109,BlesseLeger
202400006176,35363,BlesseHospitalise
202400006177,83062,BlesseLeger
202400006178,60103,BlesseLeger
202400006179,75108,BlesseLeger
202400006180,83069,BlesseHospitalise
202400006181,75108,BlesseLeger
202400006182,80021,BlesseLeger
202400006183,75108,BlesseLeger
202400006184,78418,BlesseLeger
202400006185,75107,BlesseLeger
202400006186,13211,BlesseLeger
202400006187,78609,BlesseLeger
202400006188,75101,BlesseLeger
202400006189,13212,BlesseLeger
202400006190,78401,BlesseLeger
202400006191,75102,BlesseLeger
202400006192,78382,BlesseLeger
202400006193,13211,BlesseLeger
202400006194,75101,BlesseHospitalise
202400006195,94081,BlesseLeger
202400006196,76108,BlesseLeger
202400006197,13033,BlesseLeger
202400006198,94037,BlesseLeger
202400006199,83137,BlesseHospitalise
202400006200,72181,BlesseLeger
202400006201,94041,BlesseHospitalise
202400006202,91689,BlesseLeger
202400006203,94073,BlesseLeger
202400006204,67482,BlesseLeger
202400006205,75113,BlesseLeger
202400006206,94022,BlesseLeger
202400006207,78158,BlesseLeger
202400006208,66136,BlesseLeger
202400006209,93066,BlesseHospitalise
202400006210,66136,BlesseHospitalise
202400006211,78646,BlesseLeger
202400006212,92033,BlesseLeger
202400006213,64260,BlesseLeger
202400006214,78217,BlesseLeger
202400006215,92064,BlesseLeger
202400006216,64102,BlesseLeger
202400006217,92012,BlesseLeger
202400006218,62771,BlesseLeger
